Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
skincare,SKU1,74.78,198,1,74.78,Male,87,27,17,2,Carrier C,91.23,Supplier 1,Bangalore,27,508,14,37.28,Fail,2.125,Air,Route B,239.44,Spring,0.8409698872618103
skincare,SKU87,84.38,95,37,3122.06,Female,86,30,17,8,Carrier A,5.77,Supplier 1,Delhi,30,414,19,42.49,Fail,4.415,Road,Route C,217.89,Spring,0.8238839339932574
skincare,SKU31,27.43,57,30,822.9,Female,28,25,39,1,Carrier C,71.1,Supplier 2,Bangalore,25,686,16,33.46,Pass,0.487,Air,Route A,400.76,Fall,0.9179128765980993
haircare,SKU46,11.58,34,22,254.76,Female,33,11,15,7,Carrier A,35.07,Supplier 1,Mumbai,11,590,15,43.35,Pending,4.033,Road,Route B,235.3,Spring,0.86964030374849
skincare,SKU84,57.27,98,13,744.51,Unknown,34,29,1,8,Carrier A,7.62,Supplier 3,Mumbai,29,672,12,49.53,Pass,1.256,Road,Route B,189.59,Spring,0.855901322769627
haircare,SKU4,33.19,186,1,33.19,Non-binary,32,20,25,10,Carrier A,19.46,Supplier 2,Mumbai,20,982,11,46.08,Fail,4.531,Road,Route C,408.16,Winter,1.4402906211985502
haircare,SKU83,42.77,86,68,2908.36,Unknown,31,16,12,5,Carrier E,27.01,Supplier 2,Delhi,16,300,17,33.37,Fail,4.068,Rail,Route C,463.58,Fall,0.9330626292023075
skincare,SKU84,29.32,133,93,2726.76,Female,115,25,16,4,Carrier D,7.69,Supplier 3,Delhi,25,512,7,10.13,Pass,1.57,Rail,Route A,363.35,Spring,0.881652592012161
haircare,SKU45,18.72,127,2,37.44,Female,120,23,29,1,Carrier C,62.21,Supplier 1,Bangalore,23,280,6,18.37,Fail,4.774,Air,Route B,389.18,Fall,0.9465496194030445
haircare,SKU42,41.75,157,95,3966.25,Female,87,11,16,4,Carrier D,15.8,Supplier 1,Mumbai,11,354,13,32.18,Pass,0.148,Rail,Route A,423.87,Winter,1.2351678028025739
skincare,SKU69,86.03,162,134,11528.02,Male,160,19,6,7,Carrier B,24.38,Supplier 1,Mumbai,19,893,8,46.1,Pending,2.187,Road,Route A,130.47,Winter,1.2868998582681606
haircare,SKU65,45.98,190,65,2988.7,Non-binary,164,28,19,10,Carrier B,16.92,Supplier 1,Bangalore,28,816,12,40.69,Fail,4.506,Road,Route B,326.04,Spring,0.8520501278882247
haircare,SKU19,40.78,23,5,203.9,Non-binary,16,10,16,3,Carrier E,48.23,Supplier 1,Delhi,10,128,18,12.21,Pass,0.574,Rail,Route C,343.67,Summer,1.519218039392182
haircare,SKU36,49.56,20,12,594.72,Male,11,16,7,10,Carrier B,33.51,Supplier 2,Bangalore,16,585,13,38.43,Fail,3.775,Road,Route B,243.11,Spring,0.9621851613866811
skincare,SKU74,59.25,19,19,1125.75,Unknown,11,26,1,3,Carrier E,31.05,Supplier 3,Bangalore,26,181,12,31.83,Pending,4.767,Rail,Route A,389.34,Fall,1.171036417086492
skincare,SKU87,73.56,49,34,2501.04,Non-binary,35,15,14,8,Carrier B,40.18,Supplier 1,Delhi,15,668,12,14.93,Fail,2.9,Road,Route A,247.4,Spring,0.8028610617851314
skincare,SKU94,38.68,179,51,1972.68,Female,111,30,39,5,Carrier D,15.54,Supplier 1,Mumbai,30,297,5,40.11,Fail,2.425,Rail,Route B,457.26,Spring,0.9224268837914623
haircare,SKU23,40.71,62,5,203.55,Male,57,21,20,7,Carrier E,9.96,Supplier 3,Bangalore,21,640,9,24.81,Fail,2.492,Rail,Route A,201.79,Summer,1.5642962011375157
skincare,SKU68,50.99,79,38,1937.62,Non-binary,55,10,6,5,Carrier C,65.13,Supplier 3,Delhi,10,604,18,18.85,Pending,3.455,Air,Route C,213.6,Spring,1.060391023844607
haircare,SKU50,9.6,173,1,9.6,Unknown,19,16,39,5,Carrier E,37.16,Supplier 3,Delhi,16,909,17,49.37,Pass,0.582,Rail,Route B,444.76,Spring,1.0561312307364799
haircare,SKU65,14.65,63,40,586.0,Unknown,13,21,15,5,Carrier B,46.5,Supplier 1,Mumbai,21,299,6,41.41,Pending,3.859,Road,Route C,130.4,Fall,1.0910236044447172
haircare,SKU10,48.86,140,137,6693.82,Non-binary,140,15,25,7,Carrier A,5.08,Supplier 3,Mumbai,15,457,14,49.51,Pending,2.989,Road,Route C,224.19,Winter,1.4113822779282061
skincare,SKU10,72.48,156,99,7175.52,Female,153,17,15,5,Carrier C,12.43,Supplier 3,Delhi,17,590,8,25.26,Pending,3.987,Air,Route C,176.7,Winter,1.34578291344539
skincare,SKU40,71.67,131,89,6378.63,Non-binary,19,18,28,6,Carrier A,37.08,Supplier 3,Mumbai,18,177,13,11.0,Fail,4.519,Road,Route B,424.5,Spring,0.9290735877683566
skincare,SKU58,90.39,91,39,3525.21,Female,46,30,14,9,Carrier B,9.69,Supplier 1,Bangalore,30,530,20,39.98,Pending,4.063,Road,Route A,148.85,Winter,1.3946935989395592
haircare,SKU56,8.79,120,55,483.45,Female,118,12,50,7,Carrier B,44.75,Supplier 2,Mumbai,12,271,8,42.5,Pending,3.108,Road,Route C,268.93,Fall,0.9925275920642571
skincare,SKU45,69.66,78,67,4667.22,Male,67,29,3,9,Carrier A,6.42,Supplier 2,Mumbai,29,802,6,26.7,Pending,3.808,Road,Route C,216.18,Fall,0.9719147082664794
skincare,SKU8,20.76,189,102,2117.52,Male,65,22,18,7,Carrier E,6.44,Supplier 2,Delhi,22,268,7,41.37,Pass,0.785,Rail,Route A,269.92,Winter,1.32041587904478
skincare,SKU96,54.56,80,22,1200.32,Unknown,61,11,49,4,Carrier C,93.61,Supplier 3,Delhi,11,913,18,26.06,Pass,1.541,Air,Route C,212.71,Fall,1.0941865541957672
skincare,SKU48,89.36,118,111,9918.96,Female,63,23,40,4,Carrier D,44.48,Supplier 2,Mumbai,23,755,5,19.73,Fail,3.77,Rail,Route B,221.92,Spring,0.971768364568603
skincare,SKU12,30.05,187,90,2704.5,Male,42,16,48,7,Carrier E,20.47,Supplier 2,Bangalore,16,672,18,21.24,Pass,0.752,Rail,Route B,349.24,Spring,0.8820012801038961
skincare,SKU34,74.55,67,14,1043.7,Unknown,65,25,29,4,Carrier C,55.09,Supplier 2,Mumbai,25,937,6,38.39,Fail,3.607,Air,Route C,494.04,Spring,0.9997790518089467
haircare,SKU100,14.39,59,37,532.43,Male,14,7,22,2,Carrier C,51.4,Supplier 3,Delhi,7,612,5,13.02,Pass,0.829,Air,Route A,448.07,Spring,0.8810230757743344
haircare,SKU93,27.95,23,10,279.5,Male,10,25,16,7,Carrier A,40.64,Supplier 1,Bangalore,25,563,9,26.79,Pending,4.164,Road,Route B,358.08,Spring,0.8723879394466254
haircare,SKU94,23.0,29,29,667.0,Non-binary,22,21,9,5,Carrier C,84.75,Supplier 1,Delhi,21,425,14,14.26,Pass,1.734,Air,Route A,464.1,Spring,0.981001853609138
skincare,SKU74,36.23,103,82,2970.86,Non-binary,40,25,12,5,Carrier C,55.37,Supplier 3,Delhi,25,783,19,37.79,Pending,3.099,Air,Route C,423.3,Winter,1.495242042555349
haircare,SKU81,31.69,65,52,1647.88,Non-binary,65,16,40,4,Carrier D,17.61,Supplier 2,Bangalore,16,335,8,20.03,Pass,1.66,Rail,Route C,350.8,Fall,0.9866527946363971
haircare,SKU24,23.58,199,58,1367.64,Unknown,197,23,35,6,Carrier B,12.85,Supplier 3,Delhi,23,482,7,43.08,Fail,4.451,Road,Route A,490.4,Fall,1.0267519891038297
skincare,SKU87,82.03,122,29,2378.87,Non-binary,21,10,2,7,Carrier E,24.13,Supplier 1,Mumbai,10,512,7,45.51,Pending,3.035,Rail,Route B,438.55,Winter,1.306122265740127
haircare,SKU39,14.15,67,26,367.9,Unknown,48,28,12,3,Carrier C,14.98,Supplier 1,Mumbai,28,508,7,31.1,Fail,2.523,Air,Route A,174.0,Spring,0.9442725150591164
skincare,SKU29,95.03,121,24,2280.72,Non-binary,82,10,28,7,Carrier E,5.35,Supplier 3,Bangalore,10,905,13,25.27,Pass,1.532,Rail,Route A,423.02,Fall,0.9720384202155166
skincare,SKU46,74.69,189,159,11875.71,Unknown,161,12,45,5,Carrier E,10.83,Supplier 2,Bangalore,12,838,12,13.69,Fail,3.021,Rail,Route B,485.12,Spring,0.8147740538953852
haircare,SKU7,44.96,82,10,449.6,Male,56,20,19,6,Carrier E,7.27,Supplier 1,Bangalore,20,483,15,24.3,Pending,2.787,Rail,Route B,215.05,Summer,1.5131855644347973
haircare,SKU7,30.06,104,16,480.96,Female,57,19,30,4,Carrier C,28.27,Supplier 2,Delhi,19,488,18,24.27,Pending,2.495,Air,Route B,445.1,Summer,1.5270638772753047
skincare,SKU48,25.27,191,144,3638.88,Female,44,19,43,5,Carrier D,10.4,Supplier 3,Mumbai,19,968,18,46.23,Pass,0.629,Rail,Route B,259.33,Winter,1.463129964342408
skincare,SKU98,40.6,31,24,974.4,Female,24,21,5,6,Carrier D,39.75,Supplier 1,Bangalore,21,692,14,49.48,Pass,1.259,Rail,Route A,170.59,Summer,1.333701941435642
haircare,SKU68,45.62,108,20,912.4,Unknown,103,18,27,5,Carrier A,46.97,Supplier 2,Mumbai,18,870,8,17.6,Pass,1.39,Road,Route C,428.98,Spring,0.9590160240222751
skincare,SKU58,74.42,62,59,4390.78,Male,37,16,45,3,Carrier E,14.39,Supplier 2,Delhi,16,412,17,46.58,Fail,3.038,Rail,Route A,215.13,Summer,1.5903686517679296
skincare,SKU50,32.54,65,11,357.94,Male,55,30,36,4,Carrier D,30.46,Supplier 1,Delhi,30,624,7,39.08,Pending,2.821,Rail,Route B,255.45,Spring,0.9014903844167812
haircare,SKU93,23.94,115,28,670.32,Unknown,18,21,39,4,Carrier C,24.62,Supplier 1,Bangalore,21,852,7,24.38,Pending,3.172,Air,Route A,254.15,Spring,0.8738974989491495
haircare,SKU20,18.38,65,54,992.52,Female,53,22,25,3,Carrier C,91.69,Supplier 1,Bangalore,22,344,5,43.6,Pending,2.385,Air,Route A,329.93,Spring,0.8457531356693928
haircare,SKU10,30.93,110,6,185.58,Unknown,56,23,20,4,Carrier C,12.38,Supplier 2,Mumbai,23,420,13,21.07,Pass,1.28,Air,Route C,299.47,Winter,1.2741742048227251
skincare,SKU22,31.7,186,93,2948.1,Female,41,24,1,3,Carrier C,55.46,Supplier 1,Delhi,24,625,11,30.07,Pass,0.321,Air,Route B,429.36,Summer,1.5747593247556986
skincare,SKU25,26.25,197,82,2152.5,Male,26,8,9,5,Carrier C,77.59,Supplier 3,Bangalore,8,799,9,23.49,Pass,0.19,Air,Route A,475.85,Fall,0.9627163032403956
haircare,SKU1,47.76,42,30,1432.8,Non-binary,37,15,25,2,Carrier C,79.34,Supplier 1,Mumbai,15,169,19,11.13,Fail,4.266,Air,Route B,278.45,Spring,0.9524473293032799
haircare,SKU23,13.66,188,48,655.68,Non-binary,144,20,26,5,Carrier D,39.28,Supplier 1,Delhi,20,936,7,44.27,Pending,3.894,Rail,Route B,246.79,Summer,1.3754785363252724
haircare,SKU24,16.95,10,8,135.6,Non-binary,10,10,1,9,Carrier A,22.52,Supplier 1,Delhi,10,193,13,41.61,Pending,4.265,Road,Route B,445.62,Winter,1.2800545940287134
haircare,SKU20,25.57,114,63,1610.91,Non-binary,30,24,39,5,Carrier C,86.69,Supplier 2,Mumbai,24,233,17,36.03,Pending,4.13,Air,Route A,377.23,Summer,1.5759018078026172
skincare,SKU63,96.79,16,16,1548.64,Non-binary,13,28,6,6,Carrier E,23.0,Supplier 1,Mumbai,28,907,12,22.71,Pending,2.534,Rail,Route A,431.53,Summer,1.3051152534670227
haircare,SKU70,29.93,96,4,119.72,Male,36,15,20,2,Carrier C,80.67,Supplier 2,Delhi,15,115,16,39.03,Pending,4.411,Air,Route C,260.71,Spring,0.8095289896363822
haircare,SKU73,41.37,191,19,786.03,Female,60,20,40,7,Carrier A,43.34,Supplier 3,Mumbai,20,908,17,35.6,Pending,2.196,Road,Route A,200.98,Spring,1.0611246353144173
haircare,SKU23,11.8,50,12,141.6,Non-binary,36,19,12,7,Carrier E,39.56,Supplier 1,Delhi,19,263,10,20.35,Pass,1.054,Rail,Route B,496.56,Spring,0.9114879906055793
skincare,SKU95,42.63,166,48,2046.24,Unknown,52,20,47,6,Carrier D,18.76,Supplier 1,Bangalore,20,806,8,17.96,Pass,0.888,Rail,Route B,489.13,Winter,1.2611451238871292
skincare,SKU97,33.96,105,18,611.28,Female,15,22,4,7,Carrier D,49.25,Supplier 3,Mumbai,22,250,12,40.96,Fail,4.629,Rail,Route C,274.21,Winter,1.2645103995606473
skincare,SKU41,81.6,126,6,489.6,Female,88,18,36,10,Carrier B,49.35,Supplier 1,Mumbai,18,534,19,39.73,Pending,2.961,Road,Route B,309.93,Spring,0.9216648212428282
haircare,SKU12,29.68,151,12,356.16,Male,143,26,20,5,Carrier A,42.78,Supplier 1,Mumbai,26,765,19,48.33,Fail,2.572,Road,Route B,154.74,Winter,1.2537772996894148
haircare,SKU82,5.06,167,43,217.58,Non-binary,39,8,18,5,Carrier B,42.26,Supplier 1,Bangalore,8,721,5,25.84,Fail,4.099,Road,Route B,200.29,Fall,1.18001255122567
skincare,SKU65,29.83,27,18,536.94,Female,22,25,9,5,Carrier D,26.19,Supplier 3,Bangalore,25,146,20,40.1,Pending,3.768,Rail,Route B,283.48,Summer,1.3597940465473302
skincare,SKU66,59.5,138,17,1011.5,Female,104,20,15,7,Carrier D,17.55,Supplier 3,Mumbai,20,254,15,18.33,Pass,1.558,Rail,Route A,397.09,Fall,1.0449969423857441
skincare,SKU70,45.31,129,45,2038.95,Unknown,60,21,7,8,Carrier A,41.79,Supplier 2,Delhi,21,975,18,34.28,Fail,4.442,Road,Route B,208.88,Winter,1.337415280092725
skincare,SKU46,89.9,124,110,9889.0,Non-binary,64,29,48,3,Carrier C,99.9,Supplier 3,Bangalore,29,773,9,31.74,Fail,2.632,Air,Route A,191.67,Spring,0.8974583508860259
skincare,SKU9,78.01,189,166,12949.66,Female,140,26,21,1,Carrier C,13.25,Supplier 3,Mumbai,26,389,14,37.43,Fail,4.772,Air,Route C,148.08,Winter,1.434584329975446
skincare,SKU7,94.92,185,148,14048.16,Male,180,17,42,3,Carrier D,47.43,Supplier 1,Bangalore,17,889,7,19.5,Fail,3.488,Rail,Route C,163.45,Spring,0.9898951460613131
haircare,SKU71,26.64,21,3,79.92,Male,13,27,7,5,Carrier A,28.96,Supplier 2,Delhi,27,512,17,30.25,Pass,0.247,Road,Route B,411.35,Summer,1.3891156078356786
skincare,SKU81,28.43,118,100,2843.0,Unknown,108,22,3,5,Carrier C,40.52,Supplier 3,Delhi,22,177,6,23.01,Fail,3.187,Air,Route A,237.95,Spring,1.0353196410170658
haircare,SKU35,10.5,91,23,241.5,Female,42,7,3,2,Carrier C,10.58,Supplier 3,Delhi,7,685,15,13.68,Fail,2.429,Air,Route C,497.84,Winter,1.374614513156415
haircare,SKU54,24.03,124,76,1826.28,Female,59,12,36,6,Carrier B,6.96,Supplier 2,Bangalore,12,189,6,24.76,Pending,2.953,Road,Route A,492.71,Fall,0.9709245917692765
haircare,SKU86,44.78,161,151,6761.78,Non-binary,47,12,32,7,Carrier E,17.57,Supplier 2,Bangalore,12,307,5,20.96,Fail,4.681,Rail,Route C,448.36,Spring,1.0719371951808503
haircare,SKU15,49.93,77,76,3794.68,Female,43,14,14,1,Carrier C,86.83,Supplier 3,Delhi,14,236,14,29.9,Fail,3.499,Air,Route B,149.63,Winter,1.3591579434917354
haircare,SKU93,19.2,16,8,153.6,Male,15,11,7,5,Carrier C,37.04,Supplier 3,Mumbai,11,822,18,11.45,Pass,1.79,Air,Route A,351.09,Summer,1.3878100221585046
haircare,SKU25,18.97,41,36,682.92,Female,33,30,31,9,Carrier B,18.1,Supplier 3,Delhi,30,936,19,21.02,Pending,2.984,Road,Route C,158.34,Spring,0.8542400345597942
skincare,SKU73,30.11,145,36,1083.96,Male,100,12,49,6,Carrier D,31.95,Supplier 2,Bangalore,12,615,9,23.35,Fail,4.851,Rail,Route A,363.62,Spring,0.8212032197547734
haircare,SKU47,22.07,59,37,816.59,Non-binary,16,10,30,6,Carrier A,15.16,Supplier 1,Bangalore,10,752,15,37.12,Pass,1.666,Road,Route C,227.23,Spring,0.8101193854788867
skincare,SKU99,93.25,120,49,4569.25,Unknown,100,19,45,9,Carrier B,8.85,Supplier 2,Mumbai,19,292,10,43.06,Fail,2.092,Road,Route A,263.71,Summer,1.5345260168960246
skincare,SKU89,49.86,91,80,3988.8,Non-binary,62,13,19,6,Carrier A,15.58,Supplier 3,Mumbai,13,372,12,16.19,Pending,2.109,Road,Route A,364.46,Fall,1.0421542847945366
haircare,SKU6,40.08,154,74,2965.92,Unknown,141,7,32,1,Carrier C,17.66,Supplier 3,Delhi,7,505,20,48.58,Fail,2.078,Air,Route A,463.03,Winter,1.251864811390949
skincare,SKU3,67.32,18,5,336.6,Female,13,28,9,5,Carrier A,27.01,Supplier 2,Bangalore,28,660,14,18.94,Pass,1.302,Road,Route A,440.71,Winter,1.3815382685425457
haircare,SKU4,12.88,158,46,592.48,Male,71,14,16,5,Carrier D,22.66,Supplier 1,Bangalore,14,281,18,14.84,Pending,4.129,Rail,Route A,471.34,Fall,0.9528160559681004
haircare,SKU19,12.43,190,86,1068.98,Unknown,42,28,29,6,Carrier E,17.19,Supplier 1,Bangalore,28,518,5,15.84,Fail,2.57,Rail,Route B,128.3,Fall,1.088385519615041
haircare,SKU73,29.18,19,6,175.08,Unknown,10,23,16,8,Carrier A,30.92,Supplier 3,Delhi,23,871,16,48.0,Pass,1.288,Road,Route B,361.33,Winter,1.2487335362231866
haircare,SKU98,26.69,55,30,800.7,Male,12,30,20,5,Carrier D,11.93,Supplier 2,Delhi,30,541,20,48.43,Pass,1.602,Rail,Route B,422.84,Spring,0.9423046290447961
haircare,SKU40,45.77,66,59,2700.43,Female,37,19,17,5,Carrier E,39.87,Supplier 1,Delhi,19,765,20,27.74,Pending,2.845,Rail,Route B,107.67,Winter,1.404655238247196
skincare,SKU40,80.26,110,30,2407.8,Unknown,48,11,20,3,Carrier E,30.03,Supplier 1,Mumbai,11,932,8,15.39,Fail,4.235,Rail,Route B,164.79,Winter,1.3721785499038577
skincare,SKU85,65.23,157,4,260.92,Female,54,12,35,5,Carrier C,56.16,Supplier 2,Delhi,12,762,16,49.46,Fail,2.901,Air,Route B,308.41,Fall,1.137583862713079
skincare,SKU39,96.67,97,52,5026.84,Non-binary,92,13,44,3,Carrier C,77.28,Supplier 2,Delhi,13,109,11,20.74,Pass,0.722,Air,Route C,228.26,Summer,1.3423486457972955
haircare,SKU61,23.87,81,27,644.49,Male,47,13,6,5,Carrier E,26.27,Supplier 2,Bangalore,13,872,17,27.1,Pass,1.607,Rail,Route C,247.82,Winter,1.3926872493792029
skincare,SKU54,36.2,21,10,362.0,Female,15,21,17,7,Carrier B,19.52,Supplier 3,Delhi,21,671,12,14.63,Pending,4.099,Road,Route B,161.2,Spring,1.062245552587413
haircare,SKU93,27.05,72,68,1839.4,Female,45,25,23,4,Carrier D,11.11,Supplier 2,Delhi,25,469,6,16.39,Fail,2.202,Rail,Route A,440.87,Fall,1.0168903826749227
skincare,SKU27,33.93,81,65,2205.45,Male,13,16,7,9,Carrier B,23.72,Supplier 3,Delhi,16,570,18,37.06,Pass,0.953,Road,Route A,244.43,Fall,0.9192737370702542
haircare,SKU4,49.11,160,90,4419.9,Male,45,23,28,7,Carrier E,45.1,Supplier 1,Delhi,23,893,13,47.61,Fail,2.579,Rail,Route A,313.46,Summer,1.4071830823628442
haircare,SKU97,9.26,111,51,472.26,Unknown,106,22,40,8,Carrier A,9.72,Supplier 1,Bangalore,22,890,15,31.24,Fail,4.774,Road,Route C,313.94,Summer,1.4873642868966594
haircare,SKU24,13.9,64,63,875.7,Non-binary,35,27,23,1,Carrier C,56.26,Supplier 2,Mumbai,27,788,17,49.74,Fail,2.059,Air,Route A,204.56,Spring,0.8352245368892923
skincare,SKU68,80.56,160,70,5639.2,Female,117,26,11,4,Carrier D,16.74,Supplier 3,Bangalore,26,295,10,39.16,Pass,1.026,Rail,Route C,217.64,Winter,1.3692135816135302
skincare,SKU73,58.73,41,5,293.65,Male,31,30,28,9,Carrier B,5.85,Supplier 1,Delhi,30,461,12,19.33,Fail,4.6,Road,Route A,177.17,Fall,0.9173806450403053
skincare,SKU41,45.98,65,47,2161.06,Unknown,55,27,18,7,Carrier E,8.54,Supplier 3,Mumbai,27,673,7,39.05,Fail,3.051,Rail,Route C,235.93,Winter,1.4355850969696275
skincare,SKU17,67.89,42,23,1561.47,Male,36,21,35,3,Carrier C,28.4,Supplier 1,Mumbai,21,818,10,13.31,Pending,4.564,Air,Route B,263.0,Fall,0.978346836519804
haircare,SKU81,22.24,16,5,111.2,Female,11,25,2,1,Carrier C,81.39,Supplier 3,Bangalore,25,915,18,24.89,Pending,4.957,Air,Route B,230.41,Spring,1.0325907511633647
skincare,SKU14,50.59,183,67,3389.53,Unknown,89,17,23,5,Carrier B,43.49,Supplier 3,Mumbai,17,266,5,44.04,Pass,1.516,Road,Route B,471.82,Summer,1.3350440331417779
haircare,SKU27,10.52,155,131,1378.12,Male,34,11,7,5,Carrier B,7.51,Supplier 3,Delhi,11,411,16,49.87,Pass,0.316,Road,Route A,261.87,Summer,1.374520227345296
skincare,SKU1,78.6,53,29,2279.4,Female,13,9,47,4,Carrier C,27.31,Supplier 3,Delhi,9,575,20,46.82,Pending,3.013,Air,Route B,487.22,Winter,1.3067934032065187
haircare,SKU98,31.82,127,39,1240.98,Non-binary,32,22,27,5,Carrier E,5.23,Supplier 2,Delhi,22,969,16,29.46,Pending,3.115,Rail,Route A,284.02,Spring,0.8669579719024093
skincare,SKU38,70.1,161,132,9253.2,Female,106,19,48,7,Carrier E,5.23,Supplier 1,Bangalore,19,468,9,10.48,Fail,4.433,Rail,Route B,454.42,Winter,1.4668668015863513
haircare,SKU33,28.62,152,100,2862.0,Unknown,86,21,30,7,Carrier B,27.17,Supplier 2,Bangalore,21,971,11,40.76,Pass,0.466,Road,Route B,455.89,Summer,1.5686775014710361
haircare,SKU70,47.53,56,21,998.13,Non-binary,21,27,22,8,Carrier A,37.42,Supplier 2,Mumbai,27,587,12,43.36,Pass,1.249,Road,Route B,361.91,Spring,0.8429704155464599
skincare,SKU64,61.56,97,17,1046.52,Unknown,84,18,31,4,Carrier C,58.57,Supplier 1,Bangalore,18,948,13,21.4,Pass,1.123,Air,Route B,280.97,Winter,1.3157122481788996
haircare,SKU27,29.35,174,131,3844.85,Male,10,15,5,5,Carrier E,31.47,Supplier 3,Mumbai,15,365,16,15.73,Fail,3.877,Rail,Route B,310.87,Summer,1.4867938285052251
skincare,SKU82,99.47,84,39,3879.33,Male,39,25,20,6,Carrier E,13.0,Supplier 2,Mumbai,25,723,11,49.1,Pass,0.293,Rail,Route A,293.33,Fall,0.9396190600244628
haircare,SKU48,39.91,123,62,2474.42,Unknown,54,10,26,5,Carrier E,29.27,Supplier 1,Delhi,10,712,9,38.07,Pass,1.556,Rail,Route A,448.81,Winter,1.2725856689392414
skincare,SKU95,75.09,156,123,9236.07,Non-binary,75,25,40,4,Carrier C,47.69,Supplier 1,Delhi,25,583,13,42.99,Fail,2.445,Air,Route B,179.47,Summer,1.3348643734209804
haircare,SKU57,31.22,195,194,6056.68,Male,149,30,14,3,Carrier C,48.92,Supplier 3,Bangalore,30,369,12,34.64,Fail,2.866,Air,Route C,439.9,Fall,1.1099834103343569
skincare,SKU21,93.57,130,17,1590.69,Non-binary,33,24,17,2,Carrier C,94.09,Supplier 2,Delhi,24,576,11,13.39,Pass,1.055,Air,Route A,392.6,Fall,0.9230507458760617
haircare,SKU13,40.17,77,40,1606.8,Male,43,18,27,5,Carrier C,38.72,Supplier 3,Delhi,18,397,15,14.31,Pass,0.224,Air,Route B,320.43,Winter,1.421765120975567
haircare,SKU27,47.84,49,34,1626.56,Non-binary,10,29,22,8,Carrier A,28.91,Supplier 1,Mumbai,29,368,17,37.46,Pass,0.131,Road,Route C,435.56,Spring,0.9162469670247395
skincare,SKU87,55.0,12,11,605.0,Unknown,11,12,6,2,Carrier C,43.46,Supplier 1,Mumbai,12,447,7,40.96,Pass,0.663,Air,Route A,461.83,Winter,1.4508530930467916
haircare,SKU61,40.99,106,51,2090.49,Non-binary,53,7,36,5,Carrier C,58.86,Supplier 2,Delhi,7,648,20,22.71,Pending,2.804,Air,Route C,339.89,Spring,1.0209654783166187
skincare,SKU23,89.27,199,192,17139.84,Male,35,23,13,5,Carrier C,44.76,Supplier 1,Mumbai,23,104,17,26.8,Pass,1.725,Air,Route C,437.89,Summer,1.3179213904171807
skincare,SKU94,49.09,30,28,1374.52,Female,15,24,3,10,Carrier A,17.41,Supplier 1,Bangalore,24,123,19,28.1,Fail,2.412,Road,Route C,359.63,Winter,1.2903413911817259
skincare,SKU97,66.39,44,18,1195.02,Unknown,39,20,11,10,Carrier B,43.0,Supplier 3,Delhi,20,267,10,31.13,Pass,1.407,Road,Route B,237.69,Winter,1.4963194971365295
skincare,SKU45,75.95,188,182,13822.9,Male,157,26,16,8,Carrier A,24.84,Supplier 2,Bangalore,26,927,14,15.0,Pass,0.395,Road,Route A,200.97,Fall,1.1733472213659848
haircare,SKU47,40.44,60,4,161.76,Female,10,7,18,1,Carrier C,95.83,Supplier 3,Delhi,7,220,12,44.46,Fail,2.83,Air,Route B,389.33,Winter,1.382021974365035
haircare,SKU98,45.36,64,53,2404.08,Female,18,29,38,5,Carrier A,9.49,Supplier 1,Bangalore,29,878,17,20.47,Pending,4.783,Road,Route A,280.49,Winter,1.4987175718703756
haircare,SKU78,39.17,152,135,5287.95,Female,32,23,29,5,Carrier A,7.0,Supplier 3,Delhi,23,196,8,47.96,Pass,0.484,Road,Route A,371.83,Spring,1.095481282202536
skincare,SKU2,49.99,196,5,249.95,Non-binary,33,8,43,9,Carrier A,18.89,Supplier 3,Delhi,8,795,7,46.71,Pending,3.23,Road,Route C,351.76,Fall,0.999703826317903
haircare,SKU88,25.81,189,57,1471.17,Unknown,36,11,44,5,Carrier D,13.53,Supplier 1,Mumbai,11,659,17,24.87,Pass,0.821,Rail,Route C,211.16,Spring,0.9427577059681578
skincare,SKU88,57.69,23,22,1269.18,Unknown,11,18,6,3,Carrier D,23.15,Supplier 3,Bangalore,18,279,13,46.81,Fail,3.274,Rail,Route C,100.28,Winter,1.3220514007100257
haircare,SKU6,26.78,109,21,562.38,Non-binary,104,22,41,5,Carrier C,27.51,Supplier 3,Delhi,22,410,9,25.37,Pass,0.107,Air,Route A,485.76,Summer,1.5716037526502138
haircare,SKU77,44.97,106,66,2968.02,Female,36,26,22,4,Carrier C,14.23,Supplier 3,Delhi,26,185,18,31.81,Pending,2.156,Air,Route A,132.41,Summer,1.3573350224568714
skincare,SKU33,27.01,181,167,4510.67,Female,104,12,17,5,Carrier E,43.99,Supplier 2,Mumbai,12,392,13,18.59,Fail,3.491,Rail,Route C,142.91,Summer,1.4202648495551258
haircare,SKU2,45.52,62,45,2048.4,Non-binary,12,19,38,8,Carrier B,20.82,Supplier 2,Bangalore,19,351,16,15.01,Pending,3.106,Road,Route C,246.14,Spring,1.0444767591928712
skincare,SKU46,83.99,69,10,839.9,Non-binary,60,15,29,7,Carrier E,31.8,Supplier 3,Delhi,15,852,20,30.63,Pending,3.618,Rail,Route C,282.96,Spring,1.049633321076301
