Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
haircare,SKU2,33.88,132,83.0,7.942021028083034,Non-binary,4.718498871295094,18,1,5,Carrier A,21.08,Supplier 2,Mumbai,371,16,43.58,Pass,0.286,Road,Route B,471.82,Winter,1.3000022016719872
haircare,SKU44,22.0,65,49.0,6.983789965258135,Non-binary,3.332204510175204,26,21,3,Carrier D,23.32,Supplier 2,Bangalore,915,18,19.26,Fail,4.137,Rail,Route A,328.04,Fall,1.1708886622494237
haircare,SKU19,46.41,98,59.0,7.915417535239825,Unknown,4.204692619390966,19,34,1,Carrier C,43.8,Supplier 1,Delhi,910,13,40.34,Fail,3.476,Air,Route B,131.28,Summer,1.3362852286397635
skincare,SKU42,36.05,39,3.0,4.692723082995953,Female,3.2188758248682006,24,35,3,Carrier E,49.03,Supplier 3,Bangalore,970,8,48.93,Pending,3.147,Rail,Route A,223.24,Summer,1.396795373569824
skincare,SKU42,66.0,14,11.0,6.588926477533519,Unknown,2.70805020110221,19,14,5,Carrier E,16.55,Supplier 3,Delhi,925,13,24.0,Pass,0.483,Rail,Route A,433.83,Spring,1.0354584934492033
haircare,SKU39,32.67,171,44.0,7.271342279523382,Female,3.6888794541139363,27,33,4,Carrier C,96.25,Supplier 1,Delhi,514,19,31.13,Pass,0.038,Air,Route B,208.35,Winter,1.345690839669648
haircare,SKU19,32.1,47,7.0,5.41920668382349,Female,2.6390573296152584,28,32,7,Carrier A,26.3,Supplier 2,Mumbai,252,9,18.2,Pending,4.079,Road,Route C,349.38,Fall,1.1735840014307073
haircare,SKU38,33.21,23,14.0,6.144056870471156,Unknown,3.1354942159291497,11,5,4,Carrier E,10.46,Supplier 3,Mumbai,152,18,36.11,Pass,1.203,Rail,Route A,441.8,Winter,1.2727805659388762
haircare,SKU59,48.48,193,61.0,7.992363297343983,Unknown,5.017279836814924,26,18,5,Carrier B,14.56,Supplier 1,Delhi,557,7,38.15,Pending,2.945,Road,Route B,436.97,Fall,1.0160534679501612
haircare,SKU24,46.32,59,12.0,6.322277945520367,Female,3.9512437185814275,25,37,6,Carrier E,38.21,Supplier 2,Mumbai,283,17,27.46,Pending,3.958,Rail,Route A,389.23,Summer,1.4859634334113516
haircare,SKU91,38.72,135,19.0,6.6021536052274055,Unknown,4.74493212836325,26,18,9,Carrier B,24.63,Supplier 1,Bangalore,117,7,30.15,Pending,3.032,Road,Route A,490.61,Summer,1.510984175668443
skincare,SKU55,66.81,23,4.0,5.591882102157973,Female,3.1354942159291497,11,18,1,Carrier C,96.36,Supplier 3,Bangalore,813,10,29.06,Pending,3.927,Air,Route A,249.49,Winter,1.3705374475555836
skincare,SKU1,88.7,133,116.0,9.217922868034115,Unknown,4.343805421853684,26,40,6,Carrier D,17.24,Supplier 3,Mumbai,575,5,33.44,Fail,2.392,Rail,Route A,183.12,Summer,1.4956777089939206
skincare,SKU71,69.98,10,7.0,6.1961589547536615,Non-binary,2.3978952727983707,26,5,6,Carrier B,27.82,Supplier 2,Mumbai,318,17,49.08,Pending,3.094,Road,Route A,357.39,Winter,1.249190965227876
skincare,SKU78,70.71,85,9.0,6.457381713124678,Female,3.8066624897703196,28,41,7,Carrier E,46.03,Supplier 3,Delhi,106,14,13.87,Pass,0.515,Rail,Route B,371.34,Summer,1.518050095143443
skincare,SKU31,40.55,35,6.0,5.498396978263695,Unknown,2.4849066497880004,11,34,6,Carrier D,7.43,Supplier 1,Bangalore,994,17,36.72,Fail,2.069,Rail,Route B,423.64,Spring,0.9681693134821946
haircare,SKU2,37.72,110,18.0,6.522033972910569,Female,4.465908118654584,27,14,7,Carrier E,49.6,Supplier 1,Bangalore,728,9,17.78,Pending,3.281,Rail,Route A,274.86,Spring,1.063875980848077
skincare,SKU15,91.33,87,71.0,8.77731340141433,Non-binary,3.6635616461296463,17,50,3,Carrier D,26.97,Supplier 3,Delhi,335,14,10.1,Pending,2.739,Rail,Route B,276.95,Fall,0.9256871972399796
haircare,SKU24,42.46,100,54.0,7.737982548090348,Male,3.9512437185814275,23,8,10,Carrier B,33.94,Supplier 1,Bangalore,690,17,30.6,Pass,0.149,Road,Route B,160.46,Fall,1.1736714912144008
haircare,SKU5,36.03,126,29.0,6.952604353918306,Unknown,4.3694478524670215,7,44,4,Carrier C,65.04,Supplier 3,Delhi,546,11,25.55,Pending,3.223,Air,Route A,382.44,Summer,1.5019782309419594
skincare,SKU58,38.49,163,144.0,8.6203921726408,Non-binary,4.912654885736052,20,41,5,Carrier C,18.04,Supplier 3,Bangalore,428,12,16.72,Fail,3.544,Air,Route A,148.73,Spring,0.9707822223185532
skincare,SKU97,69.69,17,11.0,6.643255736430134,Unknown,2.6390573296152584,19,4,9,Carrier B,20.05,Supplier 1,Delhi,877,17,39.36,Fail,3.82,Road,Route C,187.96,Spring,0.8513381190674401
skincare,SKU3,23.34,178,150.0,8.161089512845797,Non-binary,4.859812404361672,27,13,5,Carrier C,11.58,Supplier 1,Bangalore,389,6,21.5,Fail,4.382,Air,Route A,463.19,Summer,1.3661813401631062
haircare,SKU30,31.01,147,129.0,8.29437208811008,Male,4.61512051684126,28,31,8,Carrier B,19.23,Supplier 1,Mumbai,948,6,31.37,Pending,4.574,Road,Route B,158.58,Fall,0.9129699903051288
skincare,SKU54,76.86,130,65.0,8.516572999136757,Male,4.543294782270004,19,24,5,Carrier D,37.68,Supplier 3,Bangalore,671,5,27.29,Pending,3.754,Rail,Route A,251.28,Summer,1.54085703132579
skincare,SKU95,59.4,31,22.0,7.176101615127176,Female,3.1780538303479458,15,16,2,Carrier C,12.3,Supplier 2,Mumbai,665,20,21.16,Pass,0.043,Air,Route A,338.38,Fall,1.052371444581215
skincare,SKU35,77.18,82,65.0,8.520726940364376,Male,3.1354942159291497,11,6,5,Carrier E,34.63,Supplier 1,Bangalore,707,12,10.23,Fail,4.648,Rail,Route C,427.02,Winter,1.2966821252213143
skincare,SKU52,44.1,55,21.0,6.832061434612937,Female,3.871201010907891,18,48,3,Carrier E,7.27,Supplier 3,Delhi,114,9,21.79,Pass,1.38,Rail,Route C,266.71,Spring,1.0564966187263274
haircare,SKU71,16.91,167,9.0,5.031678981024605,Male,4.795790545596741,19,29,4,Carrier C,46.56,Supplier 1,Mumbai,119,17,49.27,Pass,1.234,Air,Route A,423.48,Spring,0.8669581305006441
haircare,SKU52,10.73,59,48.0,6.2461842818569355,Male,4.0943445622221,19,37,5,Carrier B,38.97,Supplier 3,Bangalore,667,10,38.02,Pending,3.977,Road,Route B,297.27,Spring,0.8614489173106591
skincare,SKU95,61.05,150,57.0,8.155031795817207,Unknown,3.332204510175204,23,15,3,Carrier C,78.88,Supplier 1,Delhi,995,15,27.0,Pending,3.681,Air,Route B,275.04,Fall,1.1902932149354142
skincare,SKU79,48.26,15,4.0,5.268064323377016,Female,2.70805020110221,28,8,10,Carrier B,32.28,Supplier 3,Delhi,890,12,41.39,Pass,1.049,Road,Route B,399.57,Winter,1.375275810055024
skincare,SKU38,62.24,35,29.0,7.49884758533741,Male,3.4339872044851463,30,5,6,Carrier E,9.81,Supplier 2,Delhi,887,13,40.99,Fail,4.082,Rail,Route C,309.22,Summer,1.5401534854450627
haircare,SKU82,33.51,118,108.0,8.194251404023142,Male,4.499809670330265,18,26,8,Carrier B,8.79,Supplier 2,Mumbai,724,5,48.74,Pending,4.086,Road,Route C,333.99,Spring,0.8422082058212017
haircare,SKU76,37.46,156,46.0,7.45249525434189,Unknown,4.836281906951478,10,13,2,Carrier C,14.93,Supplier 3,Bangalore,918,20,39.49,Pass,1.173,Air,Route C,164.87,Spring,1.0966137845849782
haircare,SKU55,11.73,56,45.0,6.270704837774062,Unknown,3.970291913552122,16,5,8,Carrier B,27.83,Supplier 1,Delhi,788,15,13.54,Pass,0.828,Road,Route C,323.13,Winter,1.419417090255077
skincare,SKU30,98.42,190,96.0,9.153698060226754,Non-binary,3.7376696182833684,9,12,6,Carrier E,23.85,Supplier 1,Delhi,355,20,40.48,Pass,1.941,Rail,Route B,340.1,Summer,1.4802517731254974
skincare,SKU92,61.88,175,159.0,9.194202859931949,Non-binary,3.9512437185814275,30,3,6,Carrier E,45.94,Supplier 2,Mumbai,736,18,26.0,Pass,0.664,Rail,Route A,295.07,Spring,1.0684942388709184
haircare,SKU96,10.89,171,16.0,5.166156462945698,Female,4.418840607796598,15,27,5,Carrier A,7.61,Supplier 3,Mumbai,536,14,35.52,Pending,2.939,Road,Route C,336.51,Spring,0.8094517863034091
skincare,SKU30,64.57,146,125.0,8.996187532812517,Male,4.700480365792417,12,2,7,Carrier E,30.01,Supplier 3,Delhi,536,10,31.99,Pending,2.403,Rail,Route B,130.0,Summer,1.4366521871249085
haircare,SKU6,37.59,77,46.0,7.455957609073076,Male,3.4011973816621555,11,40,5,Carrier C,40.41,Supplier 1,Mumbai,729,8,27.77,Pending,4.483,Air,Route A,409.22,Spring,0.9765771683505268
haircare,SKU30,11.11,21,6.0,4.214495163352562,Male,2.5649493574615367,14,3,4,Carrier C,52.93,Supplier 2,Bangalore,841,13,28.9,Pending,2.18,Air,Route B,225.93,Fall,1.0909532318573292
haircare,SKU72,20.14,72,29.0,6.371714406075083,Non-binary,4.174387269895637,29,47,7,Carrier E,14.29,Supplier 2,Delhi,594,10,36.06,Pass,0.396,Rail,Route A,288.72,Fall,1.008254585682994
haircare,SKU28,7.75,73,43.0,5.8118892159820525,Unknown,3.044522437723423,7,28,5,Carrier A,40.03,Supplier 2,Bangalore,929,12,21.85,Fail,2.47,Road,Route A,373.89,Fall,0.9249497236998704
skincare,SKU74,50.11,135,50.0,7.826642636703558,Unknown,4.418840607796598,24,27,3,Carrier C,59.52,Supplier 2,Mumbai,663,17,48.15,Fail,2.385,Air,Route B,223.47,Summer,1.3358808972145968
skincare,SKU32,91.44,106,24.0,7.6941924182550885,Male,4.143134726391533,11,24,6,Carrier A,13.13,Supplier 1,Bangalore,493,19,30.98,Pending,4.284,Road,Route B,465.25,Spring,0.8432441137469486
skincare,SKU5,44.67,110,67.0,8.004328824157676,Non-binary,3.4339872044851463,22,38,3,Carrier E,9.5,Supplier 2,Bangalore,854,6,48.19,Fail,4.17,Rail,Route C,176.48,Spring,1.0646633899726807
haircare,SKU12,36.68,40,13.0,6.16927594842405,Unknown,2.772588722239781,22,6,3,Carrier C,11.6,Supplier 1,Delhi,203,10,10.15,Pass,0.094,Air,Route C,309.23,Summer,1.3772668191013129
skincare,SKU78,36.35,87,55.0,7.601027451730233,Female,4.07753744390572,11,29,7,Carrier D,36.32,Supplier 2,Delhi,303,18,21.63,Fail,4.28,Rail,Route B,314.58,Fall,1.1247855278924344
haircare,SKU5,45.57,138,73.0,8.110009607574108,Male,2.3978952727983707,9,48,2,Carrier C,97.36,Supplier 2,Mumbai,261,14,38.19,Pass,1.637,Air,Route C,138.29,Fall,1.1500850093047894
skincare,SKU60,29.76,93,10.0,5.69910488510509,Unknown,4.204692619390966,25,18,5,Carrier A,23.4,Supplier 3,Mumbai,142,6,28.41,Pass,1.971,Road,Route A,132.85,Spring,1.0415271815744096
skincare,SKU97,21.97,21,13.0,5.658122406620676,Female,2.8903717578961645,18,9,3,Carrier D,21.79,Supplier 2,Bangalore,271,10,20.11,Fail,2.339,Rail,Route C,310.31,Spring,1.0107276522836253
skincare,SKU35,34.73,66,60.0,7.642428206370581,Female,3.2188758248682006,15,46,1,Carrier C,74.95,Supplier 2,Bangalore,691,8,24.69,Pending,3.344,Air,Route C,337.94,Spring,1.0533091767487872
skincare,SKU10,22.61,144,52.0,7.070486186011087,Male,4.189654742026425,22,34,3,Carrier D,21.0,Supplier 3,Mumbai,584,17,33.39,Pass,0.248,Rail,Route B,149.06,Winter,1.2191069845578573
skincare,SKU70,36.72,110,24.0,6.782509465944387,Unknown,4.330733340286331,14,48,4,Carrier C,77.42,Supplier 3,Bangalore,701,7,40.65,Pending,3.177,Air,Route B,300.79,Winter,1.4150355848149498
skincare,SKU78,93.89,117,89.0,9.030879918320394,Unknown,4.382026634673881,15,24,4,Carrier C,26.16,Supplier 1,Mumbai,557,19,40.45,Pending,4.644,Air,Route B,436.51,Fall,1.0077975403603547
haircare,SKU15,19.14,119,96.0,7.516672664908267,Female,3.9889840465642745,15,28,4,Carrier D,47.0,Supplier 2,Delhi,658,11,12.84,Fail,4.858,Rail,Route A,263.93,Spring,0.8304955829166196
skincare,SKU48,70.14,176,40.0,7.939729065317035,Unknown,2.9444389791664403,20,42,1,Carrier C,13.61,Supplier 2,Delhi,892,12,47.01,Pass,1.703,Air,Route A,143.83,Fall,1.1560961867739188
skincare,SKU10,41.74,187,180.0,8.924549842761323,Female,4.59511985013459,17,4,7,Carrier E,29.4,Supplier 2,Bangalore,591,19,46.6,Pending,4.448,Rail,Route B,342.48,Summer,1.574401011803955
skincare,SKU33,37.88,54,36.0,7.218675247901096,Female,3.332204510175204,9,18,5,Carrier E,17.86,Supplier 1,Bangalore,483,20,22.47,Pass,0.737,Rail,Route B,267.37,Fall,1.165184498737296
skincare,SKU65,59.69,121,63.0,8.2325651174268,Unknown,3.828641396489095,12,36,10,Carrier A,18.73,Supplier 1,Bangalore,167,14,16.37,Pending,4.642,Road,Route B,110.65,Summer,1.5918829260434748
skincare,SKU95,49.1,28,7.0,5.84267447352282,Male,2.4849066497880004,21,1,10,Carrier A,45.08,Supplier 1,Bangalore,728,10,12.78,Pending,4.959,Road,Route C,199.7,Spring,1.0091337497450046
haircare,SKU69,10.33,119,106.0,6.999404219166278,Male,4.736198448394496,12,8,10,Carrier A,44.58,Supplier 3,Mumbai,587,9,18.02,Pending,2.086,Road,Route A,366.72,Summer,1.3781957935224014
haircare,SKU60,35.99,93,53.0,7.554057152910572,Non-binary,2.995732273553991,28,17,6,Carrier D,20.34,Supplier 1,Bangalore,737,9,21.66,Pass,0.347,Rail,Route A,307.73,Fall,0.9272980271005918
haircare,SKU3,49.65,13,12.0,6.391582048889551,Female,2.6390573296152584,15,4,6,Carrier E,25.95,Supplier 2,Mumbai,557,9,33.14,Pending,4.702,Rail,Route B,188.84,Fall,1.0797187542700382
haircare,SKU39,25.06,30,19.0,6.167809948873552,Non-binary,2.772588722239781,25,3,5,Carrier B,16.89,Supplier 3,Bangalore,198,5,47.98,Pending,4.276,Road,Route A,121.64,Summer,1.5998823297910458
haircare,SKU28,39.29,106,61.0,7.782261052835476,Female,4.3694478524670215,27,15,3,Carrier E,41.2,Supplier 3,Delhi,635,20,35.1,Fail,3.355,Rail,Route C,469.93,Winter,1.2965554650892026
haircare,SKU43,15.55,121,85.0,7.187468181784241,Unknown,3.332204510175204,22,26,7,Carrier D,24.1,Supplier 1,Mumbai,322,15,25.43,Pass,1.761,Rail,Route C,359.07,Summer,1.4059589644918726
skincare,SKU79,42.37,135,65.0,7.921190870242654,Male,4.812184355372417,19,18,5,Carrier B,15.74,Supplier 2,Delhi,530,16,12.87,Pass,1.886,Road,Route B,240.24,Spring,0.8832829991354078
skincare,SKU85,87.23,67,28.0,7.80116216146705,Unknown,3.4657359027997265,29,6,9,Carrier B,11.56,Supplier 1,Mumbai,670,14,31.8,Pass,0.082,Road,Route B,447.1,Fall,0.9440725104500778
skincare,SKU31,71.51,154,7.0,6.217743178917664,Unknown,4.23410650459726,20,40,3,Carrier C,20.2,Supplier 1,Mumbai,312,17,49.98,Pass,0.545,Air,Route C,263.01,Summer,1.5995373261089951
skincare,SKU37,37.92,25,4.0,5.028344227877029,Male,2.3978952727983707,8,19,7,Carrier D,40.77,Supplier 3,Bangalore,426,13,37.11,Pending,2.048,Rail,Route C,337.56,Winter,1.3175693108945488
haircare,SKU81,5.46,153,127.0,6.543076964774693,Non-binary,2.4849066497880004,27,25,6,Carrier A,34.14,Supplier 1,Delhi,292,9,24.94,Fail,3.867,Road,Route B,322.05,Spring,1.0318125251001131
haircare,SKU51,19.88,127,103.0,7.624931437341444,Female,3.332204510175204,18,7,7,Carrier A,43.71,Supplier 1,Delhi,642,8,11.41,Pending,4.223,Road,Route C,216.58,Summer,1.4810382037640637
haircare,SKU63,19.07,65,42.0,6.687033792100304,Unknown,4.143134726391533,25,14,7,Carrier E,38.12,Supplier 1,Bangalore,169,6,36.5,Pass,0.275,Rail,Route B,322.66,Winter,1.216432437286923
skincare,SKU40,35.63,142,84.0,8.004338844515704,Unknown,4.23410650459726,8,41,6,Carrier E,28.64,Supplier 2,Bangalore,567,18,48.26,Fail,3.48,Rail,Route C,290.24,Summer,1.3853213852791149
haircare,SKU21,11.92,121,38.0,6.118009088432938,Non-binary,3.5553480614894135,29,39,7,Carrier E,28.36,Supplier 1,Delhi,612,5,43.8,Fail,3.425,Rail,Route C,337.77,Summer,1.4956599050376522
haircare,SKU27,13.07,111,109.0,7.262369100266172,Unknown,3.7376696182833684,7,26,5,Carrier E,19.68,Supplier 3,Mumbai,689,8,22.95,Fail,4.973,Rail,Route B,153.92,Fall,0.927018308959243
skincare,SKU20,91.0,179,14.0,7.150701457592526,Unknown,3.044522437723423,12,8,10,Carrier A,11.14,Supplier 3,Delhi,594,16,36.24,Pending,2.146,Road,Route C,156.59,Summer,1.4136296176373535
haircare,SKU40,20.6,116,82.0,7.432602144110382,Non-binary,3.295836866004329,10,17,8,Carrier A,46.87,Supplier 2,Mumbai,250,10,23.03,Fail,3.885,Road,Route B,357.58,Spring,0.894328234562323
haircare,SKU46,15.4,73,40.0,6.424869023905388,Non-binary,3.1354942159291497,7,42,3,Carrier C,35.42,Supplier 3,Delhi,829,16,37.21,Fail,4.884,Air,Route A,161.18,Winter,1.4302599168040164
haircare,SKU4,48.86,13,12.0,6.375569816094737,Female,2.5649493574615367,22,12,10,Carrier A,47.44,Supplier 2,Bangalore,338,8,41.56,Pass,1.881,Road,Route C,175.29,Spring,1.046579191327193
skincare,SKU46,72.43,183,151.0,9.217922868034115,Male,4.624972813284271,18,9,6,Carrier D,21.75,Supplier 2,Delhi,990,11,41.29,Pending,3.428,Rail,Route C,452.27,Fall,1.1829444651684826
skincare,SKU35,70.38,54,51.0,8.186013325462826,Female,3.332204510175204,29,46,6,Carrier E,6.94,Supplier 3,Mumbai,197,8,32.11,Fail,2.968,Rail,Route B,223.1,Fall,1.197641119663407
haircare,SKU79,47.32,21,3.0,4.962564870851173,Male,2.70805020110221,16,20,8,Carrier B,38.37,Supplier 1,Bangalore,645,17,46.0,Pass,0.322,Road,Route B,439.08,Spring,0.9915207623125146
haircare,SKU65,20.47,138,117.0,7.781551785603925,Male,2.995732273553991,24,26,9,Carrier A,38.63,Supplier 2,Mumbai,282,20,37.87,Pass,0.201,Road,Route A,114.22,Winter,1.4320918916341472
skincare,SKU61,65.7,95,85.0,8.627929233010903,Male,4.343805421853684,18,24,5,Carrier C,31.16,Supplier 3,Mumbai,989,10,21.31,Pending,3.662,Air,Route C,210.11,Summer,1.3595855970100574
haircare,SKU91,35.62,156,30.0,6.975040025787734,Non-binary,5.030437921392435,8,21,3,Carrier D,13.87,Supplier 2,Bangalore,362,15,25.84,Pending,4.202,Rail,Route A,211.06,Fall,1.154064948764404
skincare,SKU29,51.58,146,49.0,7.83534988070766,Non-binary,4.804021044733257,21,6,3,Carrier C,72.83,Supplier 3,Mumbai,695,16,31.36,Pass,0.651,Air,Route A,473.64,Spring,0.8549406127405801
haircare,SKU6,8.08,193,160.0,7.165338903609885,Female,3.4339872044851463,10,13,5,Carrier E,29.1,Supplier 2,Mumbai,821,16,16.38,Pending,2.337,Rail,Route A,236.82,Summer,1.5599772170978017
haircare,SKU49,32.96,54,48.0,7.367127595559212,Female,3.912023005428146,18,40,3,Carrier E,15.93,Supplier 2,Bangalore,313,19,24.82,Fail,3.166,Rail,Route C,344.84,Spring,1.0157643492600452
skincare,SKU48,91.12,108,23.0,7.648148575138947,Non-binary,4.189654742026425,20,24,4,Carrier C,60.73,Supplier 3,Mumbai,780,13,19.76,Pass,1.108,Air,Route C,230.93,Fall,0.9795729757245962
haircare,SKU4,48.58,46,6.0,5.678396288265786,Unknown,3.044522437723423,8,35,7,Carrier D,39.52,Supplier 1,Mumbai,928,6,22.75,Pending,2.04,Rail,Route C,147.01,Fall,1.0818798428607748
skincare,SKU58,62.95,180,155.0,9.185868360051694,Male,3.4011973816621555,11,19,6,Carrier B,20.39,Supplier 3,Bangalore,139,9,26.85,Pass,0.175,Road,Route B,230.2,Summer,1.5862303882430635
haircare,SKU33,20.47,94,6.0,4.818828898091086,Non-binary,3.5263605246161616,9,45,5,Carrier E,32.24,Supplier 3,Mumbai,953,18,32.73,Pass,1.194,Rail,Route A,152.07,Fall,1.0879742683058584
skincare,SKU18,63.77,48,13.0,6.7214377489108355,Female,2.5649493574615367,9,28,5,Carrier A,16.71,Supplier 1,Mumbai,465,7,33.74,Pending,3.65,Road,Route C,489.13,Winter,1.440766889801002
haircare,SKU18,17.08,119,20.0,5.83656358589002,Female,3.6375861597263857,16,15,3,Carrier D,14.11,Supplier 3,Bangalore,261,14,38.45,Pass,1.86,Rail,Route A,347.22,Spring,1.0402963642032013
skincare,SKU13,97.02,166,39.0,8.238743040007902,Male,2.833213344056216,14,31,6,Carrier E,27.08,Supplier 1,Delhi,267,19,39.37,Pass,0.657,Rail,Route B,197.47,Winter,1.3973440609305483
skincare,SKU17,37.78,87,38.0,7.270062332772499,Male,3.091042453358316,20,45,7,Carrier B,9.56,Supplier 1,Bangalore,864,14,19.34,Pending,4.735,Road,Route C,377.86,Summer,1.3878847890643995
haircare,SKU14,43.71,74,35.0,7.333578415678181,Male,2.3978952727983707,8,41,5,Carrier A,35.42,Supplier 3,Mumbai,216,6,30.76,Fail,2.007,Road,Route C,482.54,Summer,1.4263587479175142
skincare,SKU62,76.45,192,18.0,7.22773511773308,Male,5.176149732573829,9,8,1,Carrier C,98.16,Supplier 3,Bangalore,452,16,28.52,Fail,3.271,Air,Route B,493.25,Winter,1.3903123252850969
haircare,SKU3,34.05,72,66.0,7.717929654066957,Unknown,2.995732273553991,23,7,8,Carrier B,37.74,Supplier 2,Delhi,474,18,32.58,Pending,3.981,Road,Route B,487.1,Winter,1.2627963513936713
skincare,SKU85,95.93,119,46.0,8.392486744160873,Male,4.718498871295094,13,50,2,Carrier C,68.52,Supplier 3,Delhi,146,19,17.14,Fail,2.105,Air,Route C,161.13,Summer,1.5109600170361508
haircare,SKU10,31.57,25,12.0,5.939750111421303,Female,2.772588722239781,11,21,5,Carrier E,7.54,Supplier 3,Bangalore,215,20,46.46,Pending,4.885,Rail,Route A,257.07,Winter,1.2322974044714492
skincare,SKU29,34.86,48,17.0,6.386239384007956,Non-binary,3.4339872044851463,13,44,2,Carrier C,71.22,Supplier 3,Bangalore,575,9,22.58,Fail,4.991,Air,Route C,409.28,Winter,1.49063903397822
skincare,SKU11,75.72,106,1.0,4.340162430575183,Unknown,3.6888794541139363,11,33,6,Carrier E,26.45,Supplier 1,Mumbai,786,8,43.37,Fail,2.334,Rail,Route C,272.61,Spring,0.8726146350115284
skincare,SKU51,66.54,186,167.0,9.217922868034115,Male,3.5263605246161616,28,25,4,Carrier E,9.5,Supplier 2,Delhi,948,12,25.68,Pass,0.088,Rail,Route B,232.2,Spring,0.9905290785155286
skincare,SKU21,51.86,21,13.0,6.51497932198996,Unknown,2.9444389791664403,8,1,4,Carrier C,79.11,Supplier 2,Mumbai,569,10,35.94,Fail,3.666,Air,Route C,281.38,Summer,1.4876528992797564
haircare,SKU84,42.59,89,11.0,6.151646999166959,Female,4.007333185232471,12,30,7,Carrier A,24.07,Supplier 3,Bangalore,939,10,40.45,Fail,4.148,Road,Route C,254.22,Summer,1.5068346316645829
skincare,SKU70,43.84,139,17.0,6.615100864903798,Female,4.8283137373023015,23,27,4,Carrier C,83.23,Supplier 3,Bangalore,598,10,18.19,Fail,4.296,Air,Route A,221.91,Fall,0.9669323474040756
skincare,SKU50,94.69,116,6.0,6.344126449556254,Female,3.295836866004329,8,23,7,Carrier B,18.89,Supplier 1,Delhi,127,16,40.43,Fail,2.412,Road,Route A,121.06,Summer,1.4287449378307155
haircare,SKU50,5.35,109,17.0,4.52124495105033,Non-binary,4.174387269895637,17,3,8,Carrier A,34.98,Supplier 2,Delhi,197,17,26.0,Pending,4.941,Road,Route B,372.99,Winter,1.2897534382682283
skincare,SKU35,46.93,126,69.0,8.083072403129002,Non-binary,3.6635616461296463,28,26,5,Carrier D,26.88,Supplier 1,Mumbai,279,6,40.92,Pass,1.208,Rail,Route A,158.3,Spring,0.8548260733050129
haircare,SKU33,32.76,164,118.0,8.260151536696263,Unknown,4.406719247264253,25,46,7,Carrier D,29.64,Supplier 1,Bangalore,536,17,39.75,Pass,1.278,Rail,Route C,445.29,Summer,1.523185231841773
haircare,SKU45,20.35,143,5.0,4.632298853376344,Unknown,2.4849066497880004,10,14,3,Carrier C,30.49,Supplier 2,Mumbai,397,6,46.04,Fail,4.584,Air,Route A,329.96,Spring,1.0051964291500786
haircare,SKU83,36.61,89,14.0,6.241327923121573,Unknown,4.394449154672439,11,50,5,Carrier D,43.24,Supplier 3,Delhi,931,16,10.2,Pending,2.837,Rail,Route A,192.22,Winter,1.207042869185134
skincare,SKU4,77.51,36,36.0,7.9342842112448535,Female,3.1780538303479458,21,36,6,Carrier B,49.15,Supplier 3,Mumbai,515,16,38.82,Pass,1.494,Road,Route A,102.02,Summer,1.40759900452924
haircare,SKU63,34.03,15,8.0,5.6103505298636485,Female,2.6390573296152584,26,3,3,Carrier E,16.27,Supplier 3,Mumbai,541,8,24.73,Pending,3.411,Rail,Route A,310.58,Summer,1.3972942212249606
skincare,SKU59,20.67,111,84.0,7.460075950717086,Non-binary,3.8066624897703196,7,17,3,Carrier C,48.11,Supplier 2,Mumbai,431,18,37.35,Pending,2.869,Air,Route B,402.54,Summer,1.4672826955594944
haircare,SKU92,32.63,97,33.0,6.982667927297141,Non-binary,3.9512437185814275,23,10,7,Carrier B,5.24,Supplier 3,Mumbai,647,9,43.7,Pending,3.771,Road,Route A,251.27,Summer,1.5080945308981586
skincare,SKU90,67.34,32,24.0,7.388426803352387,Male,3.4339872044851463,12,32,4,Carrier E,19.76,Supplier 1,Bangalore,195,13,43.97,Fail,4.571,Rail,Route B,266.09,Summer,1.5079847386880052
skincare,SKU10,68.65,81,12.0,6.7151409327027505,Female,4.31748811353631,10,9,8,Carrier B,27.13,Supplier 2,Delhi,645,20,23.27,Pass,1.852,Road,Route B,359.73,Winter,1.3711454889816057
haircare,SKU37,45.72,178,159.0,8.89157759310731,Unknown,4.969813299576001,21,47,10,Carrier A,42.56,Supplier 2,Mumbai,819,12,20.32,Fail,2.257,Road,Route A,404.73,Summer,1.4457404783595496
skincare,SKU84,75.67,141,1.0,4.339510497570803,Male,4.8283137373023015,13,42,1,Carrier C,75.61,Supplier 2,Delhi,203,9,25.41,Fail,4.21,Air,Route B,150.33,Winter,1.4588289954462874
haircare,SKU50,24.99,101,23.0,6.355708275396643,Unknown,3.7612001156935624,30,32,6,Carrier B,47.36,Supplier 3,Bangalore,740,16,31.96,Fail,4.969,Road,Route A,482.85,Fall,0.912827097494784
skincare,SKU3,61.82,103,63.0,8.267618391960426,Unknown,3.044522437723423,17,38,6,Carrier D,44.17,Supplier 1,Delhi,963,10,22.54,Pass,1.712,Rail,Route C,370.32,Fall,1.011934304449431
skincare,SKU63,97.36,72,19.0,7.523394869075076,Unknown,3.8066624897703196,26,17,5,Carrier E,47.42,Supplier 1,Bangalore,458,19,19.65,Pass,1.528,Rail,Route A,403.16,Spring,1.0064756247905713
